DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area - 19 countries  (2015-2022),2024,346315486,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area - 19 countries  (2015-2022),2025,347505638,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2015,342216135,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2016,343396619,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2017,344080909,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2018,344734819,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2019,345622753,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2020,346534045,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2021,346594950,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2022,347131372,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2023,348667528,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2024,350357697,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2025,352277106,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 20 countries (2023-2025),2026,353157621,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2015,349245825,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2016,350335378,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2017,350930427,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2018,351492237,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2019,352286930,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2020,353103320,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2021,353127067,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2022,353613856,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2023,355115238,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2024,356803178,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2025,358714466,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Euro area – 21 countries (from 2026),2026,359580828,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2015,1313271,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2016,1315944,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2017,1315635,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2018,1319133,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2019,1324820,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2020,1328889,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2021,1330068,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2022,1331796,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2023,1365884,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2024,1374687,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2025,1369995,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Estonia,2026,1360745,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2015,10818041,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2016,10735415,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2017,10707527,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2018,10667336,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2019,10635213,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2020,10612591,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2021,10555344,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2022,10461627,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2023,10401868,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2024,10375764,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2025,10372335,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Greece,2026,10366586,ep,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2015,46425722,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2016,46418884,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2017,46497393,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2018,46645070,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2019,46918951,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2020,47318050,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2021,47400798,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2022,47486843,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2023,48085361,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2024,48619695,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2025,49128297,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,Spain,2026,49590099,p,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2015,442883289,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2016,443954935,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2017,444609939,be,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2018,445227547,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2019,446060538,,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2020,446923963,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2021,445767723,b,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2022,445999571,e,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2023,447805685,be,
ESTAT:TPS00001(1.0),21/07/26 23:00:00,Annual,Population on 1 January - total,European Union - 27 countries (from 2020),2024,449489862,ep,
