panstwo,rok,liczba_bev_we_flocie,liczba_phev_we_flocie,procent_bev_we_flocie,procent_phev_we_flocie,liczba_bev_w_nowych_rejestracjach,liczba_phev_w_nowych_rejestracjach,procent_bev_w_nowych_rejestracjach,procent_phev_w_nowych_rejestracjach,liczba_ev_we_flocie,procent_ev_we_flocie,liczba_ev_w_nowych_rejestracjach,procent_ev_w_nowych_rejestracjach,pkb_per_capita_pps,cena_energii_eur_kwh,cena_benzyny_eur_litr,cena_diesla_eur_litr,koszt_100_km_ev,koszt_100_km_benzyna,koszt_100_km_diesel,relacja_kosztu_ev_do_benzyny,relacja_kosztu_ev_do_diesla,polityka_ue_etap,po_2035
Niemcy,2013,12156.0,2932.0,0.03,0.01,5434.0,445.0,0.18,0.02,15088.0,0.04,5879.0,0.1999999999999999,33201.2,0.292,1.60252,1.4299000000000002,5.256,11.21764,8.579400000000001,0.4685477515769806,0.6126302538639065,0,0
Niemcy,2014,18948.0,6956.0,0.04,0.02,9141.0,3321.0,0.3,0.11,25904.0,0.06,12462.0,0.41,34493.8,0.2977499999999999,1.5431632653061225,1.3609183673469387,5.359499999999999,10.802142857142858,8.165510204081633,0.496151557230708,0.6563582514808426,0,0
Niemcy,2015,25502.0,17439.0,0.06,0.04,13369.0,10001.0,0.42,0.31,42941.0,0.1,23370.0,0.73,35148.9,0.2948499999999999,1.3970408163265309,1.179530612244898,5.307299999999999,9.779285714285717,7.0771836734693885,0.5427083485501423,0.7499169507067839,0,0
Niemcy,2016,34022.0,32049.0,0.07,0.07,12415.0,12091.0,0.38,0.37,66071.0,0.14,24506.0,0.75,36132.4,0.2973,1.30542,1.08306,5.3514,9.13794,6.49836,0.5856243310855619,0.8235000830978894,0,0
Niemcy,2017,53861.0,44419.0,0.12,0.1,25764.0,27596.0,0.75,0.8,98280.0,0.22,53360.0,1.55,37613.5,0.3048,1.3738800000000002,1.16624,5.486400000000001,9.617160000000002,6.997439999999999,0.5704802665235891,0.784058169844972,0,0
Niemcy,2018,83175.0,66997.0,0.18,0.14,36533.0,29718.0,1.06,0.86,150172.0,0.32,66251.0,1.92,38726.7,0.29935,1.4428,1.27648,5.3883,10.0996,7.65888,0.5335161788585687,0.7035362872900477,0,0
Niemcy,2019,136617.0,102045.0,0.29,0.21,61415.0,44260.0,1.7,1.23,238662.0,0.5,105675.0,2.93,39216.9,0.2983,1.4163265306122448,1.254571428571429,5.369400000000001,9.914285714285713,7.5274285714285725,0.5415821325648417,0.71331131860624,0,0
Niemcy,2020,309083.0,279651.0,0.64,0.58,191330.0,199606.0,6.56,6.84,588734.0,1.22,390936.0,13.4,38270.8,0.30245,1.2886,1.11024,5.4441,9.0202,6.661440000000001,0.6035453759340148,0.8172557284911369,1,0
Niemcy,2021,618460.0,565742.0,1.27,1.17,351332.0,322424.0,13.4,12.3,1184202.0,2.44,673756.0,25.700000000000003,40874.4,0.32135,1.5828979591836736,1.3888979591836734,5.7843,11.080285714285717,8.333387755102041,0.5220352750058018,0.6941114670271541,1,0
Niemcy,2022,1013009.0,864547.0,2.07,1.77,464322.0,359566.0,17.51,13.56,1877556.0,3.84,823888.0,31.07,43577.4,0.3318,1.9233529411764705,1.9543921568627447,5.9724,13.463470588235293,11.72635294117647,0.4436003303055326,0.5093143648293437,1,0
Niemcy,2023,1408681.0,921777.0,2.87,1.88,520074.0,173833.0,18.28,6.11,2330458.0,4.75,693907.0,24.39,45519.2,0.40725,1.8500769230769232,1.7277307692307693,7.3305,12.950538461538462,10.366384615384616,0.5660382401682139,0.7071414260590814,1,0
Niemcy,2024,1651643.0,967423.0,3.35,1.96,379472.0,190844.0,13.47,6.77,2619066.0,5.3100000000000005,570316.0,20.24,47008.3,0.3947,1.7916603773584907,1.647,7.1046,12.541622641509434,9.882,0.5664817227465977,0.7189435336976321,1,0
Niemcy,2025,2034260.0,1122958.0,4.11,2.27,545176.0,311317.0,19.08,10.89,3157218.0,6.380000000000001,856493.0,29.97,48621.8,0.3852,1.736826923076923,1.6054230769230768,6.9336,12.157788461538464,9.63253846153846,0.5703010890454836,0.7198102584988382,2,0
Norwegia,2008,1243.0,,,,243.0,0.0,,,,,243.0,,48913.2,0.16695,,,3.0051,,,,,0,0
Norwegia,2009,1388.0,,0.06,,145.0,0.0,0.11,0.0,,,145.0,0.11,42840.0,0.1563999999999999,,,2.8152,,,,,0,0
Norwegia,2010,1782.0,,0.08,,380.0,0.0,0.3,0.0,,,380.0,0.3,45002.2,0.1966999999999999,,,3.5405999999999995,,,,,0,0
Norwegia,2011,3982.0,1.0,0.17,0.0,2009.0,1.0,1.45,0.0,3983.0,0.17,2010.0,1.45,47614.2,0.20015,,,3.6027,,,,,0,0
Norwegia,2012,6543.0,341.0,0.27,0.01,4256.0,340.0,3.08,0.25,6884.0,0.28,4596.0,3.33,49733.3,0.1828,,,3.2904,,,,,0,0
Norwegia,2013,17868.0,453.0,0.71,0.02,7875.0,489.0,5.25,0.33,18321.0,0.73,8364.0,5.58,49935.3,0.18435,,,3.3183,,,,,0,0
Norwegia,2014,42356.0,2150.0,1.66,0.08,17999.0,1698.0,12.0,1.13,44506.0,1.74,19697.0,13.13,48881.4,0.1657,,,2.9826,,,,,0,0
Norwegia,2015,73312.0,10164.0,2.81,0.39,25551.0,7857.0,16.11,4.95,83476.0,3.2,33408.0,21.06,45067.6,0.1523999999999999,,,2.7432,,,,,0,0
Norwegia,2016,98532.0,34431.0,3.7,1.29,23878.0,20652.0,14.89,12.87,132963.0,4.99,44530.0,27.76,42535.3,0.1573,,,2.8314,,,,,0,0
Norwegia,2017,138983.0,67315.0,5.11,2.48,32836.0,29144.0,19.58,17.38,206298.0,7.59,61980.0,36.96,45903.0,0.16235,,,2.9223,,,,,0,0
Norwegia,2018,195348.0,96133.0,7.1,3.49,46111.0,26539.0,29.03,16.71,291481.0,10.59,72650.0,45.74,49244.0,0.1829,,,3.2922,,,,,0,0
Norwegia,2019,260689.0,116042.0,9.31,4.14,60305.0,19115.0,40.56,12.86,376731.0,13.45,79420.0,53.42,47886.8,0.18055,,,3.2499,,,,,0,0
Norwegia,2020,340002.0,146153.0,11.58,4.98,76734.0,28825.0,54.27,20.38,486155.0,16.560000000000002,105559.0,74.65,44580.4,0.13385,,,2.4093000000000004,,,,,1,0
Norwegia,2021,460734.0,184503.0,15.34,6.14,113613.0,38163.0,64.45,21.65,645237.0,21.48,151776.0,86.1,58819.5,0.2016,,,3.6288,,,,,1,0
Norwegia,2022,599169.0,198841.0,19.58,6.5,138287.0,16129.0,79.33,9.25,798010.0,26.08,154416.0,88.58,80200.6,0.2148,,,3.8664,,,,,1,0
Norwegia,2023,689169.0,207021.0,23.95,7.19,103946.0,10136.0,81.88,7.98,896190.0,31.14,114082.0,89.86,67311.7,0.1892499999999999,,,3.4064999999999994,,,,,1,0
Norwegia,2024,788750.0,208168.0,27.38,7.23,113434.0,3496.0,88.15,2.72,996918.0,34.61,116930.0,90.87,66273.8,0.19475,,,3.5055,,,,,1,0
Norwegia,2025,945182.0,208312.0,32.86,7.24,172124.0,2751.0,95.82,1.53,1153494.0,40.1,174875.0,97.35,66164.8,0.1954,,,3.5172000000000003,,,,,2,0
Polska,2008,,,,,0.0,0.0,,,,,0.0,,14261.4,0.1277,1.2459251020408164,1.227000816326531,2.2986,8.721475714285715,7.362004897959184,0.2635563149290102,0.312224731151319,0,0
Polska,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,14569.5,0.1211,0.955768,0.8423514,2.1798,6.6903760000000005,5.0541084,0.325811284746926,0.4312926885382989,0,0
Polska,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,15891.8,0.13615,1.134560612244898,1.0602067346938775,2.4507,7.941924285714287,6.361240408163265,0.3085776081255585,0.385255051334809,0,0
Polska,2011,35.0,,0.0,,35.0,0.0,0.01,0.0,,,35.0,0.01,17002.3,0.1411,1.2433642857142857,1.219429387755102,2.5398,8.70355,7.316576326530612,0.2918119617857081,0.3471295708062855,0,0
Polska,2012,54.0,12.0,0.0,0.0,19.0,12.0,0.01,0.0,66.0,0.0,31.0,0.01,17524.2,0.14735,1.3640155102040814,1.3565473469387757,2.6523000000000003,9.54810857142857,8.139284081632654,0.2777827650532432,0.3258640407926365,0,0
Polska,2013,81.0,22.0,0.0,0.0,26.0,5.0,0.01,0.0,103.0,0.0,31.0,0.01,17640.5,0.1458499999999999,1.3067584,1.305272,2.6253,9.1473088,7.831632,0.2870024460090382,0.3352174872363767,0,0
Polska,2014,153.0,104.0,0.0,0.0,92.0,48.0,0.03,0.01,257.0,0.0,140.0,0.04,18251.0,0.14145,1.2644342857142856,1.2485391836734694,2.5461000000000005,8.85104,7.491235102040816,0.2876611110106836,0.3398771985285008,0,0
Polska,2015,219.0,270.0,0.0,0.0,112.0,148.0,0.03,0.04,489.0,0.0,260.0,0.07,19407.7,0.1431,1.1100208163265306,1.0754451020408162,2.5758,7.770145714285714,6.452670612244898,0.3314995747459783,0.3991835558926622,0,0
Polska,2016,348.0,425.0,0.0,0.0,157.0,111.0,0.04,0.03,773.0,0.0,268.0,0.07,19706.9,0.1341999999999999,0.995876,0.9435086,2.4155999999999995,6.971132000000001,5.6610516,0.3465147410779195,0.4267051725866621,0,0
Polska,2017,896.0,816.0,0.0,0.0,508.0,385.0,0.1,0.08,1712.0,0.0,893.0,0.18,20730.1,0.14485,1.0789016000000002,1.0405799999999998,2.6073,7.552311200000002,6.243479999999999,0.3452320661786288,0.4176036441215476,0,0
Polska,2018,3018.0,1592.0,0.01,0.01,694.0,586.0,0.13,0.11,4610.0,0.02,1280.0,0.24,21945.0,0.1402999999999999,1.1586754,1.1519886,2.5253999999999994,8.110727800000001,6.911931599999999,0.311365399292527,0.3653681989561355,0,0
Polska,2019,5196.0,2381.0,0.02,0.01,1464.0,1166.0,0.26,0.21,7577.0,0.03,2630.0,0.47,23348.0,0.13595,1.1627467346938771,1.1738138775510203,2.4471000000000003,8.139227142857141,7.042883265306122,0.3006550815021223,0.3474571291071421,0,0
Polska,2020,9772.0,5919.0,0.04,0.02,3673.0,4362.0,0.86,1.02,15691.0,0.06,8035.0,1.88,23916.5,0.14925,1.0003166,1.0063618,2.6865,7.0022162,6.0381708,0.383664246185372,0.444919511054573,1,0
Polska,2021,18132.0,15634.0,0.07,0.06,7167.0,9153.0,1.6,2.04,33766.0,0.13,16320.0,3.64,26197.3,0.1561,1.200451020408163,1.1814379591836734,2.8098,8.403157142857143,7.08862775510204,0.3343743252961046,0.3963813726821311,1,0
Polska,2022,30841.0,26415.0,0.12,0.1,11278.0,10730.0,2.69,2.56,57256.0,0.22,22008.0,5.25,28144.8,0.1533999999999999,1.42065568627451,1.5370623529411764,2.7612,9.94458980392157,9.22237411764706,0.2776585112551492,0.2994022975837024,1,0
Polska,2023,51364.0,47137.0,0.19,0.17,17083.0,13030.0,3.6,2.74,98501.0,0.36,30113.0,6.34,29519.6,0.19655,1.434791346153846,1.4543546153846154,3.5379,10.043539423076922,8.726127692307692,0.3522562964079186,0.4054375691887652,1,0
Polska,2024,72589.0,68866.0,0.32,0.3,16564.0,14902.0,3.0,2.7,141455.0,0.62,31466.0,5.7,31463.0,0.22835,1.4792328917924888,1.4952426336870792,4.1103,10.354630242547422,8.971455802122476,0.3969528514027163,0.4581530679811832,1,0
Polska,2025,102710.0,100245.0,0.44,0.43,43311.0,34137.0,7.25,5.71,202955.0,0.87,77448.0,12.96,33816.5,0.2633999999999999,1.4021514326262003,1.4275658536184723,4.741199999999999,9.815060028383405,8.565395121710836,0.4830535917548435,0.5535296308727672,2,0
Portugalia,2008,28.0,,,,0.0,0.0,,,,,0.0,,20693.8,0.1503499999999999,1.398404081632653,1.2709738775510204,2.7063,9.78882857142857,7.625843265306122,0.2764682188734096,0.354885342623333,0,0
Portugalia,2009,29.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,19984.4,0.1551,1.2345896,1.0026024,2.7918,8.642127200000001,6.0156144000000005,0.3230454650100497,0.4640922463381295,0,0
Portugalia,2010,59.0,36.0,0.0,0.0,18.0,0.0,0.01,0.0,95.0,0.0,18.0,0.01,20662.0,0.1625,1.3711428571428572,1.1509795918367347,2.9250000000000003,9.598,6.905877551020408,0.3047509897895395,0.4235522536260151,0,0
Portugalia,2011,242.0,39.0,0.01,0.0,201.0,2.0,0.13,0.0,281.0,0.01,203.0,0.13,19941.7,0.17675,1.5449387755102042,1.3711836734693876,3.1815,10.81457142857143,8.227102040816327,0.294186415154157,0.3867096803000535,0,0
Portugalia,2012,338.0,69.0,0.01,0.0,64.0,30.0,0.07,0.03,407.0,0.01,94.0,0.1,19520.9,0.2028,1.643612244897959,1.452061224489796,3.6504,11.505285714285716,8.712367346938775,0.3172802562797223,0.4189905974617364,0,0
Portugalia,2013,437.0,99.0,0.01,0.0,167.0,7.0,0.16,0.01,536.0,0.01,174.0,0.17,20153.9,0.2106,1.58006,1.3878199999999998,3.7908,11.06042,8.32692,0.3427356284842709,0.4552463575968065,0,0
Portugalia,2014,672.0,215.0,0.01,0.0,198.0,90.0,0.14,0.06,887.0,0.01,288.0,0.2,20580.3,0.2203,1.5325102040816327,1.310204081632653,3.9654,10.72757142857143,7.861224489795918,0.3696456394071351,0.5044252336448598,0,0
Portugalia,2015,1398.0,687.0,0.03,0.01,692.0,487.0,0.39,0.27,2085.0,0.04,1179.0,0.66,21240.3,0.2282,1.4339591836734693,1.192,4.107600000000001,10.037714285714284,7.151999999999999,0.4092166685642719,0.5743288590604029,0,0
Portugalia,2016,2383.0,1781.0,0.05,0.04,820.0,1018.0,0.4,0.49,4164.0,0.09,1838.0,0.89,21877.6,0.2324,1.37575,1.12748,4.1832,9.63025,6.76488,0.4343812465927676,0.6183701706460426,0,0
Portugalia,2017,7405.0,4337.0,0.15,0.09,1719.0,2420.0,0.77,1.08,11742.0,0.24,4139.0,1.85,22559.7,0.2257,1.46152,1.24092,4.0626,10.23064,7.44552,0.3971012566173768,0.5456435547819359,0,0
Portugalia,2018,16774.0,9675.0,0.32,0.18,4484.0,3757.0,1.97,1.65,26449.0,0.5,8241.0,3.62,23548.4,0.2269499999999999,1.54272,1.34714,4.0851,10.799040000000002,8.082840000000001,0.3782836252111298,0.5054040411538517,0,0
Portugalia,2019,29033.0,17368.0,0.53,0.32,6883.0,5821.0,3.08,2.6,46401.0,0.8500000000000001,12704.0,5.68,24464.9,0.21655,1.4913265306122447,1.3613061224489795,3.8979,10.439285714285711,8.167836734693877,0.3733876154635648,0.477225503717918,0,0
Portugalia,2020,33882.0,31007.0,0.61,0.56,7849.0,11858.0,5.4,8.15,64889.0,1.17,19707.0,13.55,22782.1,0.21265,1.3887,1.24422,3.8277,9.7209,7.46532,0.3937598370521248,0.5127308675314655,1,0
Portugalia,2021,50138.0,48004.0,0.89,0.85,13258.0,15731.0,9.04,10.73,98142.0,1.74,28989.0,19.77,24550.2,0.21295,1.6216734693877553,1.426489795918367,3.8331,11.351714285714287,8.558938775510203,0.3376670609851249,0.4478475778992246,1,0
Portugalia,2022,68320.0,65729.0,1.16,1.12,17806.0,16042.0,11.39,10.26,134049.0,2.28,33848.0,21.65,27841.5,0.22105,1.8472941176470588,1.7959607843137255,3.9789,12.931058823529412,10.775764705882352,0.3077010207980785,0.3692452562394917,1,0
Portugalia,2023,106424.0,97356.0,1.79,1.64,36361.0,26374.0,18.21,13.21,203780.0,3.43,62735.0,31.42,31107.5,0.2185,1.7190961538461538,1.5893846153846154,3.933,12.033673076923076,9.536307692307693,0.3268328776142587,0.412423773110057,1,0
Portugalia,2024,166760.0,131340.0,2.73,2.15,42065.0,27630.0,20.06,13.18,298100.0,4.88,69695.0,33.239999999999995,32937.1,0.2526,1.7157358490566037,1.5805283018867924,4.5468,12.010150943396226,9.483169811320757,0.3785797548614537,0.4794599369687709,1,0
Portugalia,2025,243954.0,167325.0,3.9,2.68,52345.0,34113.0,23.26,15.16,411279.0,6.58,86458.0,38.42,33825.0,0.24125,1.7067307692307694,1.5775,4.3425,11.947115384615383,9.465,0.363476861167002,0.4587955625990492,2,0
Rumunia,2008,,,,,0.0,0.0,,,,,0.0,,13023.6,0.1081999999999999,1.0240510204081634,1.1001777551020406,1.9476,7.168357142857144,6.601066530612243,0.2716940522335262,0.295043231418448,0,0
Rumunia,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,12562.6,0.09775,0.844525,0.8340678,1.7595,5.911675,5.0044068,0.2976313819687314,0.3515901225296073,0,0
Rumunia,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,13138.8,0.1041499999999999,1.063521224489796,1.0321242857142856,1.8747,7.444648571428572,6.192745714285714,0.2518184682611901,0.3027251701414696,0,0
Rumunia,2011,5.0,,0.0,,5.0,0.0,0.01,0.0,,,5.0,0.01,14012.6,0.10835,1.2290332653061222,1.23638693877551,1.9503,8.603232857142856,7.418321632653059,0.2266938524604455,0.2629031331582346,0,0
Rumunia,2012,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.01,10.0,0.0,7.0,0.01,14625.5,0.10625,1.2740940816326531,1.3201663265306125,1.9125,8.918658571428573,7.920997959183674,0.2144380777314204,0.2414468492297275,0,0
Rumunia,2013,42.0,6.0,0.0,0.0,31.0,1.0,0.05,0.0,48.0,0.0,32.0,0.05,14200.3,0.1301,1.2781198,1.3225935999999998,2.3418,8.9468386,7.935561599999999,0.2617460876068559,0.295101987488825,0,0
Rumunia,2014,59.0,20.0,0.0,0.0,,,,,79.0,0.0,,,14783.2,0.1269,1.3382410204081632,1.3661140816326531,2.2842,9.367687142857145,8.196684489795919,0.2438382030874826,0.2786736518702908,0,0
Rumunia,2015,97.0,59.0,0.0,0.0,54.0,70.0,0.07,0.09,156.0,0.0,124.0,0.16,15543.5,0.1311,1.2013218367346938,1.1971326530612243,2.3598,8.409252857142857,7.182795918367347,0.2806194605024363,0.3285350199029995,0,0
Rumunia,2016,164.0,147.0,0.0,0.0,64.0,99.0,0.07,0.1,311.0,0.0,163.0,0.17,16602.2,0.12465,1.0875306,1.0682024,2.2437,7.6127142,6.409214400000001,0.2947306231462098,0.3500741058061655,0,0
Rumunia,2017,399.0,278.0,0.01,0.0,235.0,139.0,0.22,0.13,677.0,0.01,374.0,0.35,18502.8,0.1243499999999999,1.0488832,1.0425938,2.2383,7.342182399999999,6.255562800000001,0.3048548616825428,0.3578095323413585,0,0
Rumunia,2018,854.0,510.0,0.01,0.01,504.0,188.0,0.38,0.14,1364.0,0.02,692.0,0.52,19915.4,0.1325,1.1872156,1.2177608,2.385,8.3105092,7.3065648,0.2869860248755876,0.3264187843786727,0,0
Rumunia,2019,2718.0,798.0,0.04,0.01,1613.0,675.0,1.0,0.42,3516.0,0.05,2288.0,1.42,21713.9,0.13895,1.1576457142857144,1.1996683673469388,2.5011,8.103520000000001,7.198010204081633,0.3086436511540663,0.3474710272821996,0,0
Rumunia,2020,5563.0,1847.0,0.08,0.03,2844.0,1049.0,2.25,0.83,7410.0,0.11,3893.0,3.08,21808.9,0.1454,0.952622,0.9648016,2.6172,6.668354,5.7888096,0.3924806631441582,0.4521136780867693,1,0
Rumunia,2021,11883.0,4840.0,0.16,0.06,6342.0,3009.0,5.26,2.49,16723.0,0.22,9351.0,7.75,23919.2,0.1568999999999999,1.1607430612244898,1.1437138775510205,2.8242,8.125201428571428,6.862283265306123,0.3475852290958589,0.4115539814974416,1,0
Rumunia,2022,23474.0,8321.0,0.3,0.1,11556.0,3309.0,8.94,2.56,31795.0,0.4,14865.0,11.5,25908.1,0.28865,1.5354631372549017,1.670171176470588,5.1957,10.748241960784313,10.021027058823528,0.4833999847562851,0.5184797894967442,1,0
Rumunia,2023,38553.0,10205.0,0.46,0.12,15221.0,2921.0,10.53,2.02,48758.0,0.5800000000000001,18142.0,12.55,28715.8,0.1901,1.3713882692307693,1.4475028846153846,3.4218,9.599717884615384,8.685017307692307,0.3564479749434944,0.3939888521545393,1,0
Rumunia,2024,49594.0,16900.0,0.59,0.2,9802.0,6801.0,6.49,4.5,66494.0,0.79,16603.0,10.99,30769.5,0.1873,1.438940350289594,1.4629659651965223,3.3714,10.07258245202716,8.777795791179134,0.3347105884768894,0.3840827561046638,1,0
Rumunia,2025,58322.0,19622.0,0.67,0.22,8881.0,5478.0,5.66,3.49,77944.0,0.89,14359.0,9.15,32353.1,0.2405499999999999,1.451813889157883,1.4962994195172274,4.329899999999999,10.16269722410518,8.977796517103364,0.4260581521340408,0.4822898349000471,2,0
Szwecja,2008,129.0,,,,0.0,0.0,,,,,0.0,,32526.7,0.1722,1.310732448979592,1.3382222448979593,3.099600000000001,9.175127142857145,8.029333469387755,0.337826381230373,0.3860345334786983,0,0
Szwecja,2009,157.0,,0.0,,18.0,0.0,0.01,0.0,,,18.0,0.01,30274.4,0.1624,1.124497,1.0403086,2.9232,7.871479000000001,6.2418516,0.3713660418836154,0.4683225727442798,0,0
Szwecja,2010,190.0,,0.0,,56.0,2.0,0.02,0.0,,,58.0,0.02,31764.0,0.18985,1.3404159183673472,1.2507922448979591,3.4173000000000004,9.38291142857143,7.504753469387754,0.3642046528963443,0.4553514001411677,0,0
Szwecja,2011,366.0,,0.01,,183.0,0.0,0.06,0.0,,,183.0,0.06,33037.9,0.2067999999999999,1.5431112244897958,1.508825918367347,3.7224,10.80177857142857,9.052955510204082,0.3446099154305937,0.4111806355177906,0,0
Szwecja,2012,603.0,651.0,0.01,0.01,267.0,657.0,0.1,0.23,1254.0,0.02,924.0,0.33,33390.9,0.2055,1.710400612244898,1.6668367346938775,3.699,11.972804285714286,10.001020408163264,0.3089501767279011,0.369862258953168,0,0
Szwecja,2013,1010.0,1637.0,0.02,0.04,453.0,1103.0,0.16,0.38,2647.0,0.06,1556.0,0.54,33278.6,0.20735,1.671763,1.6463898,3.7323,11.702341,9.878338800000002,0.3189361855033963,0.3778266847863124,0,0
Szwecja,2014,2172.0,4922.0,0.05,0.11,1370.0,3300.0,0.42,1.02,7094.0,0.16,4670.0,1.44,33570.2,0.1917,1.5726628571428571,1.5392897959183671,3.4506,11.00864,9.235738775510203,0.3134447125167142,0.3736138584982208,0,0
Szwecja,2015,4765.0,9776.0,0.1,0.21,3103.0,5408.0,0.86,1.49,14541.0,0.31,8511.0,2.35,35062.0,0.1873,1.4094679591836734,1.3749816326530613,3.3714000000000004,9.866275714285711,8.249889795918367,0.3417094856895633,0.4086600043636947,0,0
Szwecja,2016,7532.0,18832.0,0.16,0.4,3219.0,10027.0,0.83,2.58,26364.0,0.56,13246.0,3.41,34881.8,0.19385,1.384437,1.338075,3.4893000000000005,9.691059,8.028450000000001,0.3600535297535595,0.4346168936718794,0,0
Szwecja,2017,11034.0,32253.0,0.23,0.67,4403.0,15548.0,1.12,3.96,43287.0,0.9,19951.0,5.08,35296.2,0.1984,1.4555204000000002,1.4263051999999998,3.5712,10.1886428,8.557831199999999,0.3505079204464799,0.417301991186739,0,0
Szwecja,2018,16664.0,49394.0,0.34,1.01,7263.0,21375.0,1.99,5.85,66058.0,1.35,28638.0,7.84,35915.6,0.19795,1.4989152,1.5109506,3.5631000000000004,10.4924064,9.0657036,0.339588447508095,0.3930307185423535,0,0
Szwecja,2019,30343.0,66609.0,0.62,1.36,15594.0,24431.0,4.25,6.66,96952.0,1.98,40025.0,10.91,36994.5,0.20425,1.4823740816326532,1.5111520408163264,3.6765,10.376618571428573,9.066912244897958,0.3543061715810806,0.405485340620651,0,0
Szwecja,2020,55790.0,122290.0,1.13,2.47,27897.0,65831.0,9.55,22.54,178080.0,3.6,93728.0,32.09,36665.9,0.19655,1.3490638,1.3765388,3.5379,9.4434466,8.2592328,0.3746407588093948,0.4283569776602011,1,0
Szwecja,2021,110177.0,189498.0,2.21,3.8,57454.0,77842.0,19.09,25.86,299675.0,6.01,135296.0,44.95,39670.2,0.2359,1.609869183673469,1.6770442857142858,4.2462,11.269084285714284,10.062265714285717,0.376800802296143,0.421992433967584,1,0
Szwecja,2022,197709.0,239531.0,3.97,4.81,94603.0,66485.0,32.84,23.08,437240.0,8.78,161088.0,55.92,40905.8,0.2509,1.9390135294117647,2.2955378431372546,4.5162,13.573094705882353,13.773227058823528,0.3327317828293613,0.3278970121317205,1,0
Szwecja,2023,291678.0,272342.0,5.86,5.47,111338.0,61186.0,38.42,21.11,564020.0,11.33,172524.0,59.53,42508.5,0.2421499999999999,1.739945576923077,2.0233971153846158,4.3587,12.17961903846154,12.140382692307693,0.3578683361306977,0.359024926188013,1,0
Szwecja,2024,358260.0,313546.0,7.2,6.3,94333.0,62751.0,34.99,23.28,671806.0,13.5,157084.0,58.27,44772.2,0.23925,1.5756530334826546,1.5756488782027895,4.306500000000001,11.029571234378585,9.453893269216737,0.3904503546408831,0.4555266150531439,1,0
Szwecja,2025,432709.0,373812.0,8.59,7.42,99862.0,73197.0,36.58,26.81,806521.0,16.009999999999998,173059.0,63.39,46343.6,0.26825,1.4351351264890069,1.5093700286864589,4.8285,10.045945885423048,9.056220172118753,0.4806416493847822,0.5331694579230118,2,0
Słowacja,2008,,,,,0.0,0.0,,,,,0.0,,18312.5,0.14735,1.2445716326530611,1.335575714285714,2.6523000000000003,8.712001428571428,8.013454285714285,0.3044420988386956,0.330980861116073,0,0
Słowacja,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,17320.9,0.155,1.1065999999999998,1.09548,2.79,7.746199999999998,6.57288,0.3601766027213344,0.424471464563479,0,0
Słowacja,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,19079.4,0.15785,1.2461836734693876,1.112142857142857,2.8413,8.723285714285714,6.672857142857143,0.3257144260845356,0.4257996146435452,0,0
Słowacja,2011,25.0,17.0,0.0,0.0,25.0,17.0,0.04,0.02,42.0,0.0,42.0,0.06,19526.4,0.1696,1.442710612244898,1.3362989795918367,3.0528,10.098974285714286,8.017793877551021,0.3022881248760482,0.3807531157102353,0,0
Słowacja,2012,26.0,17.0,0.0,0.0,3.0,1.0,0.0,0.0,43.0,0.0,4.0,0.0,19960.2,0.1719,1.5422244897959183,1.4406122448979592,3.0942,10.795571428571428,8.643673469387755,0.2866175283515727,0.357972800679983,0,0
Słowacja,2013,50.0,,0.0,,,,,,,,,,20266.5,0.1688,1.4880799999999998,1.39064,3.0384,10.41656,8.34384,0.2916893868993219,0.3641488810907208,0,0
Słowacja,2014,113.0,88.0,0.01,0.0,24.0,,0.03,,201.0,0.01,,,20863.6,0.1515,1.4547346938775512,1.3387755102040817,2.727,10.183142857142858,8.03265306122449,0.267795516399652,0.3394893292682926,0,0
Słowacja,2015,137.0,156.0,0.01,0.01,15.0,15.0,0.02,0.02,293.0,0.02,30.0,0.04,21683.1,0.15115,1.2913265306122448,1.140877551020408,2.7207,9.039285714285713,6.845265306122449,0.3009861714737258,0.3974572026545981,0,0
Słowacja,2016,198.0,156.0,0.01,0.01,55.0,,0.06,,354.0,0.02,,,20747.7,0.148,1.2062,1.03464,2.6640000000000006,8.4434,6.20784,0.315512708150745,0.4291347715147298,0,0
Słowacja,2017,398.0,345.0,0.02,0.02,214.0,175.0,0.22,0.18,743.0,0.04,389.0,0.4,20778.3,0.1438499999999999,1.28496,1.13058,2.5893,8.994720000000001,6.783479999999999,0.2878688830780724,0.3817067345964018,0,0
Słowacja,2018,795.0,620.0,0.03,0.03,301.0,281.0,0.31,0.28,1415.0,0.06,582.0,0.5900000000000001,21370.9,0.1513999999999999,1.36246,1.2453,2.7252,9.53722,7.471799999999999,0.2857436443743564,0.3647313900264996,0,0
Słowacja,2019,956.0,826.0,0.04,0.03,166.0,209.0,0.16,0.21,1782.0,0.07,375.0,0.37,22107.4,0.1581,1.3253265306122448,1.228714285714286,2.845800000000001,9.277285714285714,7.372285714285715,0.3067492031228346,0.386013254272759,0,0
