panstwo,rok,liczba_bev_we_flocie,liczba_phev_we_flocie,procent_bev_we_flocie,procent_phev_we_flocie,liczba_bev_w_nowych_rejestracjach,liczba_phev_w_nowych_rejestracjach,procent_bev_w_nowych_rejestracjach,procent_phev_w_nowych_rejestracjach,liczba_ev_we_flocie,procent_ev_we_flocie,liczba_ev_w_nowych_rejestracjach,procent_ev_w_nowych_rejestracjach,pkb_per_capita_pps,cena_energii_eur_kwh,cena_benzyny_eur_litr,cena_diesla_eur_litr,koszt_100_km_ev,koszt_100_km_benzyna,koszt_100_km_diesel,relacja_kosztu_ev_do_benzyny,relacja_kosztu_ev_do_diesla,polityka_ue_etap,po_2035
Hiszpania,2018,15865.0,12295.0,0.07,0.05,6135.0,5529.0,0.45,0.41,28160.0,0.12,11664.0,0.86,27853.5,0.243,1.2926786,1.2061668,4.374,9.0487502,7.237000799999999,0.4833816718688952,0.6043940191356619,0,0
Hiszpania,2019,26197.0,19722.0,0.11,0.08,10427.0,7425.0,0.8,0.57,45919.0,0.19,17852.0,1.37,28663.4,0.23985,1.2972826530612245,1.2141265306122448,4.3173,9.080978571428572,7.284759183673469,0.4754223309791188,0.5926482799425808,0,0
Hiszpania,2020,43203.0,43481.0,0.17,0.18,18233.0,23759.0,2.14,2.79,86684.0,0.35,41992.0,4.93,25131.2,0.22685,1.1779389999999998,1.0731152,4.0833,8.245572999999998,6.438691199999999,0.4952111878701456,0.6341816796556419,1,0
Hiszpania,2021,66085.0,81355.0,0.27,0.33,24230.0,43069.0,2.82,5.01,147440.0,0.6000000000000001,67299.0,7.83,28285.0,0.25695,1.3802679591836735,1.2452332653061224,4.6251,9.661875714285715,7.471399591836734,0.4786958699087266,0.6190406420041291,1,0
Hiszpania,2022,95617.0,121285.0,0.38,0.48,31412.0,47925.0,3.86,5.89,216902.0,0.86,79337.0,9.75,31781.2,0.32105,1.7809982352941176,1.79491,5.7789,12.466987647058824,10.76946,0.4635361936340205,0.5366007209275117,1,0
Hiszpania,2023,150282.0,180253.0,0.59,0.71,54845.0,62171.0,5.78,6.55,330535.0,1.2999999999999998,117016.0,12.33,34768.5,0.2400499999999999,1.6360392307692306,1.560988076923077,4.3209,11.452274615384614,9.365928461538465,0.3772962267421917,0.461342409110206,1,0
Hiszpania,2024,181784.0,235506.0,0.68,0.88,58856.0,58485.0,5.79,5.75,417290.0,1.56,117341.0,11.54,36413.1,0.2422,1.5777730188679244,1.4709988679245285,4.3596,11.04441113207547,8.825993207547171,0.3947335849657692,0.4939500742275753,1,0
Hiszpania,2025,281653.0,360453.0,1.05,1.35,105568.0,125827.0,9.19,10.96,642106.0,2.4000000000000004,231395.0,20.15,38135.7,0.26405,1.4954922028846154,1.425459285057692,4.7529,10.468445420192309,8.552755710346153,0.4540215675989729,0.5557156267482867,2,0
Holandia,2008,,,,,0.0,0.0,,,,,0.0,,36251.2,0.17835,1.542734693877551,1.301408163265306,3.2103,10.799142857142858,7.808448979591836,0.2972735931423129,0.4111315843121266,0,0
Holandia,2009,,,,,28.0,2.0,0.01,0.0,,,30.0,0.01,33941.7,0.1942499999999999,1.35148,1.00276,3.4965,9.46036,6.01656,0.3695948145736525,0.5811460369380509,0,0
Holandia,2010,,,,,86.0,0.0,0.02,0.0,,,86.0,0.02,34297.2,0.1778,1.4929795918367348,1.154469387755102,3.2004,10.450857142857144,6.926816326530612,0.306233254961999,0.4620304407007372,0,0
Holandia,2011,,,,,849.0,15.0,0.15,0.0,,,864.0,0.15,35027.4,0.18015,1.6389526530612242,1.3470310204081637,3.2427,11.472668571428567,8.08218612244898,0.2826456617142755,0.401215704621441,0,0
Holandia,2012,2100.0,,0.03,,828.0,4326.0,0.16,0.86,,,5154.0,1.02,35189.9,0.1857,1.760408163265306,1.445408163265306,3.3426,12.322857142857142,8.672448979591836,0.2712520287502898,0.3854274620543593,0,0
Holandia,2013,4161.0,24512.0,0.05,0.31,3118.0,19673.0,0.75,4.72,28673.0,0.36,22791.0,5.47,35818.4,0.1901499999999999,1.7383,1.4221400000000002,3.4227,12.1681,8.53284,0.2812846705730558,0.4011208460489122,0,0
Holandia,2014,6825.0,36937.0,0.09,0.46,3238.0,11828.0,0.84,3.05,43762.0,0.55,15066.0,3.89,35659.4,0.1821,1.7019032653061223,1.408617551020408,3.2778,11.913322857142855,8.451705306122449,0.2751373432337338,0.3878270575318745,0,0
Holandia,2015,9962.0,78163.0,0.12,0.96,3797.0,39150.0,0.85,8.72,88125.0,1.08,42947.0,9.57,36639.1,0.1916,1.56334693877551,1.2366920408163269,3.4488,10.943428571428573,7.420152244897959,0.3151480340452195,0.4647883070554743,0,0
Holandia,2016,13709.0,96156.0,0.17,1.17,4025.0,18775.0,1.05,4.91,109865.0,1.34,22800.0,5.96,36929.7,0.1606,1.477,1.13246,2.8908000000000005,10.339,6.79476,0.2796015088499855,0.425445490348445,0,0
Holandia,2017,21842.0,97047.0,0.26,1.16,7961.0,1165.0,1.92,0.28,118889.0,1.42,9126.0,2.2,38491.7,0.1615,1.55211,1.2206154,2.907,10.86477,7.3236924,0.2675620376685378,0.3969309251710243,0,0
Holandia,2018,44581.0,94668.0,0.53,1.12,24033.0,2820.0,5.42,0.64,139249.0,1.65,26853.0,6.06,39886.4,0.178,1.6245120000000002,1.339495,3.204,11.371584000000002,8.03697,0.2817549428470122,0.3986577030895971,0,0
Holandia,2019,106232.0,91887.0,1.22,1.06,61696.0,4931.0,13.86,1.11,198119.0,2.28,66627.0,14.97,40548.0,0.2055,1.6481224489795918,1.356591836734694,3.699,11.536857142857142,8.139551020408165,0.320624582084747,0.4544476704827523,0,0
Holandia,2020,173797.0,98403.0,1.98,1.12,73129.0,15933.0,20.43,4.45,272200.0,3.1,89062.0,24.88,39986.8,0.1392,1.565,1.2382,2.5056,10.955,7.4292,0.2287174806024646,0.3372637699886932,1,0
Holandia,2021,245091.0,138145.0,2.78,1.56,64419.0,31049.0,19.89,9.59,383236.0,4.34,95468.0,29.48,43741.8,0.136,1.8178571428571428,1.4643877551020408,2.4480000000000004,12.725,8.786326530612245,0.19237721021611,0.2786147306807888,1,0
Holandia,2022,330113.0,186945.0,3.71,2.1,73126.0,34411.0,23.32,10.97,517058.0,5.8100000000000005,107537.0,34.29,48540.1,0.0877,2.0738768627450983,1.9560986274509804,1.5786,14.517138039215688,11.736591764705882,0.108740441520613,0.1345024204341114,1,0
Holandia,2023,444669.0,262332.0,4.98,2.94,113587.0,46920.0,30.52,12.61,707001.0,7.92,160507.0,43.13,50216.4,0.3029,1.9220192307692308,1.71475,5.4522,13.454134615384616,10.2885,0.4052434553290024,0.5299314768916753,1,0
Holandia,2024,557742.0,372538.0,6.03,4.03,132166.0,52576.0,34.45,13.71,930280.0,10.06,184742.0,48.16,53149.4,0.2353,1.9701509433962263,1.7253584905660375,4.2354,13.791056603773583,10.352150943396229,0.3071120742729086,0.4091323651633787,1,0
Holandia,2025,680605.0,518145.0,7.23,5.5,156139.0,73445.0,40.2,18.91,1198750.0,12.73,229584.0,59.11,55152.1,0.24755,1.9230509615384612,1.6942886538461537,4.455900000000001,13.46135673076923,10.165731923076924,0.3310141829771845,0.4383255464257124,2,0
Irlandia,2008,,,,,0.0,0.0,,,,,0.0,,34204.1,0.1901,1.236714285714286,1.2884897959183672,3.4218,8.657000000000002,7.730938775510204,0.395263948249971,0.4426111885453623,0,0
Irlandia,2009,,,,,2.0,0.0,0.0,0.0,,,2.0,0.0,31276.3,0.19425,1.10572,1.02198,3.4965,7.74004,6.131880000000001,0.4517418514632999,0.5702166382903775,0,0
Irlandia,2010,18.0,,0.0,,18.0,0.0,0.02,0.0,,,18.0,0.02,32659.9,0.18395,1.3004897959183672,1.219204081632653,3.3111,9.103428571428571,7.315224489795918,0.3637201054547737,0.4526313586983814,0,0
Irlandia,2011,64.0,,0.0,,46.0,0.0,0.05,0.0,,,46.0,0.05,33863.3,0.19935,1.4814857142857143,1.412538775510204,3.5883,10.3704,8.475232653061223,0.3460136542467021,0.4233866074111746,0,0
Irlandia,2012,193.0,,0.01,,139.0,0.0,0.17,0.0,,,139.0,0.17,34448.0,0.2222,1.615922244897959,1.5513971428571431,3.9996,11.311455714285716,9.30838285714286,0.353588441755444,0.4296772126138834,0,0
Irlandia,2013,280.0,1.0,0.01,0.0,167.0,7.0,0.22,0.01,281.0,0.01,174.0,0.23,35185.4,0.235,1.5880978,1.5138264,4.23,11.1166846,9.0829584,0.3805091312926157,0.4657072964244777,0,0
Irlandia,2014,560.0,36.0,0.03,0.0,224.0,29.0,0.27,0.03,596.0,0.03,253.0,0.3,37694.1,0.2471499999999999,1.5298546938775512,1.4582534693877551,4.4487,10.70898285714286,8.74952081632653,0.4154176040194826,0.5084507018600108,0,0
Irlandia,2015,1120.0,135.0,0.05,0.01,489.0,83.0,0.38,0.06,1255.0,0.06,572.0,0.44,51462.7,0.244,1.369,1.259204081632653,4.392,9.583,7.555224489795918,0.4583115934467285,0.5813195896338794,0,0
Irlandia,2016,1700.0,416.0,0.08,0.02,420.0,253.0,0.28,0.17,2116.0,0.1,673.0,0.45,50754.0,0.2329,1.283018,1.1476,4.1922,8.981126,6.8856,0.4667788871907598,0.6088358313001045,0,0
Irlandia,2017,2770.0,739.0,0.13,0.03,627.0,303.0,0.47,0.23,3509.0,0.16,930.0,0.7,55280.2,0.2329999999999999,1.3638,1.2434,4.194,9.5466,7.4604,0.4393187103261894,0.5621682483512949,0,0
Irlandia,2018,4610.0,1631.0,0.21,0.07,1248.0,709.0,0.97,0.55,6241.0,0.28,1957.0,1.52,58626.5,0.2454,1.4378,1.34118,4.4172,10.0646,8.047080000000001,0.4388848041650935,0.5489196081062944,0,0
Irlandia,2019,8590.0,2947.0,0.38,0.13,3455.0,1359.0,2.74,1.08,11537.0,0.51,4814.0,3.82,59944.4,0.24845,1.4032102040816328,1.3209,4.4721,9.82247142857143,7.9254,0.4552927470973991,0.5642743583920055,0,0
Irlandia,2020,12720.0,5659.0,0.55,0.25,4010.0,2494.0,4.46,2.78,18379.0,0.8,6504.0,7.24,62296.2,0.25125,1.2910339999999998,1.1986684,4.522499999999999,9.037238,7.192010400000001,0.5004294453681534,0.6288227836822926,1,0
Irlandia,2021,21440.0,17570.0,0.93,0.76,8703.0,7907.0,8.32,7.56,39010.0,1.69,16610.0,15.88,74720.4,0.27645,1.5149940816326533,1.4141591836734697,4.9761,10.604958571428572,8.484955102040818,0.469223898092954,0.5864615593314263,1,0
Irlandia,2022,36970.0,25318.0,1.57,1.07,15706.0,7783.0,14.91,7.39,62288.0,2.64,23489.0,22.3,86108.3,0.27745,1.8506117647058824,1.8928901960784312,4.9941,12.954282352941176,11.357341176470587,0.3855173033854805,0.4397243969694647,1,0
Irlandia,2023,59400.0,35785.0,2.5,1.5,22869.0,10348.0,18.77,8.49,95185.0,4.0,33217.0,27.26,82972.1,0.32645,1.6778269230769232,1.6601076923076925,5.8761,11.744788461538462,9.960646153846154,0.5003155245616304,0.5899316077733604,1,0
Irlandia,2024,72640.0,41933.0,2.87,1.65,17459.0,12538.0,14.39,10.34,114573.0,4.52,29997.0,24.73,88342.7,0.2818,1.7484169811320756,1.7002924528301888,5.0724,12.238918867924529,10.201754716981132,0.4144483720121413,0.4972085823193568,1,0
Irlandia,2025,95123.0,60653.0,3.76,2.4,23605.0,18917.0,18.89,15.14,155776.0,6.16,42522.0,34.03,93359.9,0.36365,1.736653846153846,1.7069653846153847,6.5457,12.156576923076925,10.241792307692307,0.5384492724735899,0.6391166510068476,2,0
Islandia,2012,31.0,9.0,0.01,0.0,17.0,12.0,0.21,0.15,40.0,0.01,29.0,0.36,32044.0,0.1137,,,2.0466,,,,,0,0
Islandia,2013,111.0,32.0,0.05,0.02,53.0,19.0,0.73,0.26,143.0,0.07,72.0,0.99,32898.3,0.10625,,,1.9125,,,,,0,0
Islandia,2014,305.0,61.0,0.14,0.03,134.0,37.0,1.41,0.39,366.0,0.17,171.0,1.7999999999999998,33929.2,0.11455,,,2.0619,,,,,0,0
Islandia,2015,691.0,227.0,0.33,0.11,256.0,146.0,1.82,1.04,918.0,0.44,402.0,2.8600000000000003,36442.9,0.1231,,,2.2158,,,,,0,0
Islandia,2016,1066.0,1007.0,0.5,0.48,226.0,618.0,1.23,3.35,2073.0,0.98,844.0,4.58,38371.4,0.1395,,,2.511,,,,,0,0
Islandia,2017,1910.0,3188.0,0.74,1.24,842.0,2116.0,3.25,8.17,5098.0,1.98,2958.0,11.42,39430.0,0.1558,,,2.8044,,,,,0,0
Islandia,2018,2684.0,6051.0,1.0,2.26,768.0,2669.0,3.62,12.57,8735.0,3.26,3437.0,16.19,40192.1,0.1501,,,2.7018000000000004,,,,,0,0
Islandia,2019,3749.0,8003.0,1.39,2.97,1139.0,1734.0,8.35,12.72,11752.0,4.36,2873.0,21.07,40841.8,0.143,,,2.5740000000000003,,,,,0,0
Islandia,2020,5499.0,9698.0,2.04,3.6,2530.0,2268.0,27.0,24.21,15197.0,5.640000000000001,4798.0,51.21,37357.2,0.12945,,,2.3301000000000003,,,,,1,0
Islandia,2021,10852.0,15655.0,3.75,5.42,4266.0,4881.0,33.45,38.27,26507.0,9.17,9147.0,71.72,41216.5,0.1371,,,2.4678,,,,,1,0
Islandia,2022,17716.0,20692.0,6.25,7.29,6851.0,5037.0,41.2,30.29,38408.0,13.54,11888.0,71.49000000000001,48802.5,0.1538999999999999,,,2.7702,,,,,1,0
Islandia,2023,25665.0,21750.0,8.44,7.15,10063.0,2179.0,57.36,12.42,47415.0,15.59,12242.0,69.78,52215.5,0.15725,,,2.8305,,,,,1,0
Islandia,2024,30218.0,24384.0,9.69,7.82,2661.0,1684.0,25.99,16.45,54602.0,17.509999999999998,4345.0,42.44,52398.9,0.1758,,,3.1644,,,,,1,0
Islandia,2025,36122.0,27632.0,11.49,8.79,5999.0,2951.0,41.22,20.28,63754.0,20.28,8950.0,61.5,53168.0,0.2019,,,3.6342,,,,,2,0
Litwa,2008,,,,,0.0,0.0,,,,,0.0,,16091.7,0.08625,1.0388579591836735,1.102434081632653,1.5524999999999998,7.272005714285715,6.6146044897959175,0.2134899312510362,0.234707910714084,0,0
Litwa,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,13722.4,0.09385,1.0220133999999998,0.8892316000000001,1.6893,7.154093799999999,5.335389600000001,0.2361305354984303,0.3166216765126205,0,0
Litwa,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,15009.4,0.1186,1.1759044897959183,1.0173281632653062,2.1348,8.231331428571428,6.103968979591837,0.2593505095165996,0.3497396541721532,0,0
Litwa,2011,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,16917.2,0.12175,1.3190483673469389,1.234648775510204,2.1915,9.233338571428572,7.407892653061224,0.2373464357498301,0.295833120515642,0,0
Litwa,2012,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,18141.8,0.1264,1.4119410204081633,1.3310489795918368,2.2752000000000003,9.883587142857143,7.98629387755102,0.2301998218980934,0.2848880888788036,0,0
Litwa,2013,2.0,4.0,0.0,0.0,,,,,6.0,0.0,,,19173.6,0.13805,1.3758385999999998,1.3230238,2.4849,9.6308702,7.9381428,0.2580140681368544,0.3130329174728376,0,0
Litwa,2014,70.0,14.0,0.01,0.0,,,,,84.0,0.01,,,20073.2,0.13245,1.320510816326531,1.269916530612245,2.3841,9.243575714285717,7.6194991836734705,0.257919670232747,0.3128945804087075,0,0
Litwa,2015,169.0,28.0,0.01,0.0,15.0,,0.01,,197.0,0.01,,,20741.3,0.1249499999999999,1.1600551020408163,1.0745330612244897,2.2491,8.120385714285714,6.447198367346938,0.2769696020773116,0.3488492011337815,0,0
Litwa,2016,358.0,44.0,0.03,0.0,60.0,11.0,0.04,0.01,402.0,0.03,71.0,0.05,21376.1,0.1201,1.0636748,0.9471306,2.1618,7.4457236,5.6827836,0.2903411563652456,0.3804121627999349,0,0
Litwa,2017,619.0,241.0,0.05,0.02,49.0,19.0,0.03,0.01,860.0,0.07,68.0,0.04,23073.2,0.11115,1.1314138,1.0288810000000002,2.0007,7.9198966,6.173286000000001,0.2526169344180579,0.3240899579251633,0,0
Litwa,2018,965.0,671.0,0.07,0.05,152.0,42.0,0.09,0.02,1636.0,0.12,194.0,0.11,24746.4,0.1097,1.2162214,1.1500966,1.9746,8.5135498,6.9005796,0.2319361542937119,0.2861498764538561,0,0
Litwa,2019,1395.0,1172.0,0.09,0.08,169.0,52.0,0.1,0.03,2567.0,0.1699999999999999,221.0,0.13,26382.0,0.12545,1.2013877551020409,1.1413,2.2581,8.409714285714285,6.847799999999999,0.268510905755249,0.3297555419258741,0,0
Litwa,2020,2475.0,1951.0,0.16,0.12,453.0,62.0,1.13,0.15,4426.0,0.28,515.0,1.2799999999999998,26359.5,0.13735,1.0973624,0.9957898,2.4723,7.6815368,5.974738800000001,0.3218496590421854,0.4137921477002476,1,0
Litwa,2021,4831.0,3206.0,0.3,0.2,1134.0,70.0,3.61,0.22,8037.0,0.5,1204.0,3.83,29277.0,0.14125,1.282711224489796,1.1795610204081632,2.5424999999999995,8.978978571428572,7.0773661224489794,0.2831613840899815,0.3592438141550064,1,0
Litwa,2022,7305.0,4942.0,0.44,0.3,1318.0,740.0,5.16,2.9,12247.0,0.74,2058.0,8.06,31269.3,0.1963,1.7080682352941177,1.750246274509804,3.5334,11.956477647058824,10.501477647058824,0.2955218170686901,0.3364669352973968,1,0
Litwa,2023,11424.0,7530.0,0.66,0.44,2034.0,787.0,7.4,2.86,18954.0,1.1,2821.0,10.26,32931.3,0.25215,1.5201973076923074,1.496455,4.5387,10.641381153846153,8.97873,0.4265141840502124,0.5054946523617482,1,0
Litwa,2024,15983.0,12291.0,0.92,0.71,2003.0,1685.0,6.65,5.6,28274.0,1.63,3688.0,12.25,34935.9,0.22295,1.45379,1.4563084905660375,4.0131000000000006,10.17653,8.737850943396227,0.3943485647858357,0.459277690360805,1,0
Litwa,2025,19876.0,17272.0,1.13,0.98,3138.0,4395.0,7.48,10.47,37148.0,2.11,7533.0,17.950000000000003,36174.4,0.2032,1.4228428846153849,1.5072192307692307,3.6576,9.959900192307693,9.043315384615385,0.3672325956463766,0.4044534381961687,2,0
Luksemburg,2008,,,,,0.0,0.0,,,,,0.0,,70514.1,0.1627,1.189313469387755,1.1172751020408165,2.9286000000000003,8.325194285714284,6.703650612244898,0.3517755741779343,0.4368664432854862,0,0
Luksemburg,2009,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,65559.9,0.1882,1.02954,0.8481210000000001,3.3876,7.206779999999999,5.088726000000001,0.4700573626501711,0.6657068979544191,0,0
Luksemburg,2010,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,68312.3,0.17365,1.1566438775510204,0.9873653061224492,3.1257,8.096507142857142,5.924191836734694,0.386055362497585,0.5276162700569853,0,0
Luksemburg,2011,31.0,,0.01,,31.0,0.0,0.06,0.0,,,31.0,0.06,70256.2,0.1669999999999999,1.2887302040816326,1.1703861224489795,3.006,9.021111428571428,7.022316734693877,0.3332183649211421,0.4280638589183545,0,0
Luksemburg,2012,100.0,30.0,0.03,0.01,61.0,30.0,0.12,0.06,130.0,0.04,91.0,0.18,71288.2,0.1701,1.3876595918367345,1.263888163265306,3.0618,9.713617142857142,7.583328979591837,0.3152069877750409,0.4037540779570395,0,0
Luksemburg,2013,263.0,60.0,0.07,0.02,,,,,323.0,0.09,,,72585.6,0.16555,1.3364716,1.2166916,2.9799,9.3553012,7.300149600000001,0.3185252870319129,0.4081971142070841,0,0
Luksemburg,2014,524.0,166.0,0.14,0.04,25.0,,0.05,,690.0,0.18,,,75199.8,0.1738,1.2979681632653062,1.1720991836734695,3.1284,9.085777142857143,7.032595102040817,0.3443183726401893,0.4448429000401512,0,0
Luksemburg,2015,580.0,279.0,0.15,0.07,45.0,35.0,0.1,0.08,859.0,0.22,80.0,0.18,77581.8,0.1767,1.1773473469387754,1.0243816326530613,3.1806,8.241431428571428,6.146289795918367,0.3859281033357243,0.5174829215036648,0,0
Luksemburg,2016,685.0,449.0,0.18,0.11,162.0,142.0,0.32,0.28,1134.0,0.29,304.0,0.6000000000000001,78464.2,0.1698,1.0906532,0.9215392,3.0564,7.6345724,5.5292352,0.4003367628028519,0.5527708425208608,0,0
Luksemburg,2017,970.0,1023.0,0.24,0.25,371.0,616.0,0.7,1.17,1993.0,0.49,987.0,1.87,78896.1,0.16165,1.15788,0.99342,2.9097000000000004,8.10516,5.96052,0.3589935300475253,0.4881621066618349,0,0
Luksemburg,2018,1336.0,1682.0,0.32,0.41,492.0,535.0,0.93,1.01,3018.0,0.73,1027.0,1.94,78985.2,0.1681,1.22162,1.09822,3.0258,8.55134,6.58932,0.353839281329008,0.4591976106790988,0,0
Luksemburg,2019,2195.0,2369.0,0.51,0.56,1012.0,919.0,1.87,1.7,4564.0,1.07,1931.0,3.5700000000000003,78744.5,0.17985,1.2109795918367348,1.1002857142857143,3.2373000000000003,8.476857142857144,6.601714285714285,0.3818986147156965,0.4903726304855882,0,0
Luksemburg,2020,4444.0,4526.0,1.03,1.05,2525.0,2833.0,5.59,6.27,8970.0,2.08,5358.0,11.86,77888.8,0.19855,1.07772,0.97104,3.5739,7.54404,5.82624,0.4737382092353699,0.613414483440435,1,0
Luksemburg,2021,8528.0,7833.0,1.94,1.78,4686.0,4728.0,10.56,10.66,16361.0,3.72,9414.0,21.22,87098.2,0.19885,1.3314489795918367,1.2238163265306123,3.5793,9.320142857142857,7.342897959183674,0.38403917781763,0.4874505978288058,1,0
Luksemburg,2022,13909.0,10671.0,3.1,2.38,6658.0,3951.0,15.82,9.39,24580.0,5.48,10609.0,25.21,90395.4,0.20295,1.676313725490196,1.7448235294117649,3.6531,11.734196078431372,10.468941176470588,0.3113208587603852,0.3489464634886386,1,0
Luksemburg,2023,23267.0,14141.0,5.1,3.1,11380.0,5053.0,23.15,10.28,37408.0,8.2,16433.0,33.43,95129.1,0.20115,1.5698076923076925,1.534576923076923,3.6207,10.988653846153849,9.20746153846154,0.3294944085682784,0.393235419434071,1,0
Luksemburg,2024,32061.0,17147.0,6.95,3.72,12778.0,3962.0,27.37,8.49,49208.0,10.67,16740.0,35.86,97690.2,0.20265,1.5372641509433964,1.483433962264151,3.6477,10.760849056603774,8.900603773584907,0.3389788278613071,0.4098261300908142,1,0
Luksemburg,2025,39182.0,18318.0,8.49,3.97,12691.0,3750.0,26.91,7.95,57500.0,12.46,16441.0,34.86,99621.3,0.2665,1.4790384615384615,1.4358653846153846,4.797000000000001,10.35326923076923,8.615192307692308,0.4633319092817208,0.5568070715864194,2,0
Malta,2008,,,,,0.0,0.0,,,,,0.0,,20677.9,0.12645,1.1526693877551022,1.1403314285714283,2.2761,8.068685714285715,6.84198857142857,0.2820905511253381,0.3326664428386735,0,0
Malta,2009,,,,,0.0,0.0,,,,,0.0,,20211.9,0.16105,1.1248,0.9614,2.8989,7.8736,5.7684,0.3681797398902662,0.502548366964843,0,0
Malta,2010,,,,,0.0,0.0,,,,,0.0,,21883.2,0.165,1.1948979591836737,1.0444897959183672,2.97,8.364285714285714,6.266938775510203,0.3550811272416738,0.4739155920281361,0,0
Malta,2011,,,,,0.0,0.0,,,,,0.0,,21922.3,0.16585,1.3808163265306124,1.296530612244898,2.9853,9.665714285714287,7.779183673469388,0.308854566952409,0.3837549189359358,0,0
Malta,2012,38.0,,0.02,,1.0,0.0,,,,,1.0,,22697.4,0.16755,1.483877551020408,1.3724489795918366,3.0159,10.387142857142855,8.23469387755102,0.2903493329665796,0.3662431226765799,0,0
Malta,2013,59.0,,0.02,,,,,,,,,,23895.4,0.16765,1.4664,1.3776,3.0177,10.2648,8.2656,0.2939852700490998,0.3650914634146341,0,0
Malta,2014,87.0,4.0,0.03,0.0,,,,,91.0,0.03,,,25209.3,0.1361,1.441632653061225,1.36,2.4498,10.091428571428573,8.16,0.242760475651189,0.3002205882352941,0,0
Malta,2015,136.0,7.0,0.05,0.0,,,,,143.0,0.05,,,27577.1,0.1263,1.3581632653061224,1.273469387755102,2.2734000000000005,9.507142857142856,7.6408163265306115,0.2391254695717506,0.2975336538461539,0,0
Malta,2016,140.0,7.0,0.05,0.0,,,,,147.0,0.05,,,28475.6,0.12655,1.2872,1.1696,2.2779,9.0104,7.0176,0.2528078664654177,0.3245981532147742,0,0
Malta,2017,189.0,12.0,0.06,0.0,48.0,3.0,0.62,0.04,201.0,0.06,51.0,0.66,31415.2,0.1313,1.31,1.18,2.3634,9.17,7.08,0.25773173391494,0.3338135593220339,0,0
Malta,2018,603.0,14.0,0.2,0.0,180.0,1.0,2.2,0.01,617.0,0.2,181.0,2.21,32639.5,0.1296,1.33,1.2,2.3328,9.31,7.199999999999999,0.2505692803437164,0.324,0,0
Malta,2019,983.0,195.0,0.32,0.06,282.0,70.0,3.66,0.91,1178.0,0.38,352.0,4.57,33381.9,0.1296999999999999,1.380408163265306,1.250408163265306,2.3346,9.662857142857142,7.502448979591836,0.2416055588409225,0.3111783907295576,0,0
Malta,2020,1293.0,637.0,0.42,0.21,137.0,33.0,1.23,0.3,1930.0,0.63,170.0,1.53,31931.9,0.1292499999999999,1.3708,1.2408,2.3265,9.5956,7.444799999999999,0.2424548751511108,0.3124999999999999,1,0
Malta,2021,1783.0,714.0,0.57,0.23,155.0,95.0,1.5,0.92,2497.0,0.7999999999999999,250.0,2.42,36291.8,0.13015,1.34,1.21,2.3427,9.38,7.26,0.2497547974413645,0.3226859504132231,1,0
Malta,2022,2803.0,2716.0,0.88,0.85,186.0,101.0,1.94,1.05,5519.0,1.73,287.0,2.99,37451.1,0.1291,1.34,1.21,2.3238,9.38,7.26,0.2477398720682302,0.3200826446280991,1,0
Malta,2023,4364.0,3706.0,1.35,1.15,982.0,911.0,14.95,13.87,8070.0,2.5,1893.0,28.82,41830.7,0.127,1.34,1.21,2.286,9.38,7.26,0.2437100213219616,0.3148760330578513,1,0
Malta,2024,7297.0,4675.0,2.2,1.41,3456.0,548.0,44.14,7.0,11972.0,3.61,4004.0,51.14,43805.0,0.12875,1.34,1.21,2.3175,9.38,7.26,0.2470682302771854,0.3192148760330578,1,0
Malta,2025,9805.0,5074.0,2.92,1.51,2448.0,420.0,37.85,6.49,14879.0,4.43,2868.0,44.34,45952.5,0.1271499999999999,1.34,1.21,2.2886999999999995,9.38,7.26,0.2439978678038379,0.3152479338842974,2,0
Niemcy,2008,1300.0,,,,0.0,0.0,,,,,0.0,,30326.4,0.21715,1.3933520408163265,1.3283061224489796,3.9087,9.753464285714283,7.969836734693878,0.4007499166962655,0.4904366463349056,0,0
Niemcy,2009,1588.0,,0.0,,15.0,0.0,0.0,0.0,,,15.0,0.0,28855.4,0.2288,1.26202,1.06778,4.1184,8.83414,6.40668,0.4661913893146362,0.6428290471820038,0,0
Niemcy,2010,2307.0,,0.01,,144.0,0.0,0.0,0.0,,,144.0,0.0,30625.5,0.2406499999999999,1.3910510204081634,1.1997908163265305,4.3317,9.737357142857144,7.198744897959183,0.4448537664223937,0.6017298933912799,0,0
Niemcy,2011,4541.0,112.0,0.01,0.0,1828.0,266.0,0.06,0.01,4653.0,0.01,2094.0,0.0699999999999999,32333.3,0.25295,1.5269387755102042,1.3829591836734694,4.553100000000001,10.688571428571429,8.297755102040817,0.4259783480352847,0.5487146757175533,0,0
Niemcy,2012,7114.0,1332.0,0.02,0.0,2555.0,1232.0,0.08,0.04,8446.0,0.02,3787.0,0.12,32681.9,0.26355,1.651265306122449,1.4921632653061223,4.7439,11.558857142857144,8.952979591836733,0.4104125469646035,0.5298682914820286,0,0
