panstwo,rok,cena_energii_eur_kwh,cena_benzyny_eur_litr,cena_diesla_eur_litr,koszt_100_km_ev,koszt_100_km_benzyna,koszt_100_km_diesel,relacja_kosztu_ev_do_benzyny,relacja_kosztu_ev_do_diesla
Dania,2015,0.3055,1.5021897959183674,1.275766530612245,5.499,10.515328571428572,7.65459918367347,0.5229508486250684,0.7183916320176296
Dania,2016,0.3086,1.4134422,1.1671004,5.5548,9.8940954,7.002602400000001,0.5614257570227189,0.7932479502191927
Dania,2017,0.30295,1.4959422,1.2478294,5.4531,10.4715954,7.4869764000000005,0.5207515943559088,0.728344756102076
Dania,2018,0.31245,1.5923,1.3737463999999997,5.6241,11.1461,8.242478399999998,0.5045800773364675,0.6823311784474925
Dania,2019,0.2954,1.6078091836734694,1.3948214285714287,5.3172,11.254664285714286,8.368928571428572,0.4724441231667124,0.6353501472282678
Dania,2020,0.28259999999999996,1.4491034,1.2153067999999998,5.086799999999999,10.1437238,7.291840799999999,0.5014726445923142,0.6976016261901933
Dania,2021,0.3174,1.6712206122448978,1.421284693877551,5.7132000000000005,11.698544285714284,8.527708163265306,0.48836845512280475,0.6699572605698065
Dania,2022,0.5215,2.088567843137255,1.9640845098039215,9.386999999999999,14.619974901960784,11.784507058823529,0.6420667657056678,0.7965543194249758
Dania,2023,0.36824999999999997,1.9747351923076921,1.7386709615384617,6.628499999999999,13.823146346153845,10.43202576923077,0.4795217987288628,0.6353991206147842
Dania,2024,0.37355000000000005,1.9974811726665531,1.7041064172377702,6.7239,13.982368208665871,10.224638503426622,0.48088420356665473,0.6576173815579489
Dania,2025,0.33985,1.9640022827933412,1.7589007919139308,6.1173,13.748015979553388,10.553404751483585,0.44495874961870124,0.5796517942837394
Estonia,2008,0.0832,1.0495228571428572,1.1529983673469386,1.4975999999999998,7.34666,6.917990204081631,0.2038477348890516,0.21647905761942424
Estonia,2009,0.0921,0.9246460000000001,0.9084428,1.6578,6.4725220000000006,5.4506568,0.25612890925670084,0.3041468323597259
Estonia,2010,0.09870000000000001,1.1097244897959184,1.1043514285714287,1.7766000000000002,7.768071428571429,6.626108571428572,0.22870541502303385,0.26812117260809837
Estonia,2011,0.10075,1.2383061224489795,1.265265306122449,1.8135000000000001,8.668142857142858,7.591591836734694,0.20921436458625178,0.2388827058937385
Estonia,2012,0.11095,1.3611836734693876,1.371530612244898,1.9970999999999999,9.528285714285714,8.229183673469388,0.20959698941497495,0.242685068075292
Estonia,2013,0.1359,1.311061224489796,1.320142857142857,2.4461999999999997,9.177428571428571,7.920857142857143,0.26654525077052393,0.3088302131803917
Estonia,2014,0.1316,1.2751428571428571,1.2709591836734695,2.3688,8.926,7.6257551020408165,0.26538203002464705,0.3106315333108531
